,N,hit_rate,Algorithm
0,1,0.022241231822070145,Algorithm 1
1,2,0.033361847733105215,Algorithm 1
2,3,0.05389221556886228,Algorithm 1
3,4,0.07527801539777587,Algorithm 1
4,5,0.09923011120615911,Algorithm 1
5,6,0.10949529512403763,Algorithm 1
6,7,0.11976047904191617,Algorithm 1
7,8,0.13088109495295125,Algorithm 1
8,9,0.1420017108639863,Algorithm 1
9,10,0.14627887082976904,Algorithm 1
10,11,0.15996578272027373,Algorithm 1
11,12,0.17194183062446536,Algorithm 1
12,13,0.1804961505560308,Algorithm 1
13,14,0.19332763045337895,Algorithm 1
14,15,0.20359281437125748,Algorithm 1
15,16,0.21471343028229256,Algorithm 1
16,17,0.22070145423438836,Algorithm 1
17,18,0.23011120615911035,Algorithm 1
18,19,0.23952095808383234,Algorithm 1
19,20,0.24721984602224123,Algorithm 1
20,21,0.2600513259195894,Algorithm 1
21,22,0.2686056458511548,Algorithm 1
22,23,0.2788708297690334,Algorithm 1
23,24,0.2840034217279726,Algorithm 1
24,25,0.2925577416595381,Algorithm 1
25,26,0.30025662959794697,Algorithm 1
26,27,0.3045337895637297,Algorithm 1
27,28,0.31137724550898205,Algorithm 1
28,29,0.3165098374679213,Algorithm 1
29,30,0.32335329341317365,Algorithm 1
30,31,0.3319076133447391,Algorithm 1
31,32,0.33875106928999144,Algorithm 1
32,33,0.3455945252352438,Algorithm 1
33,34,0.34901625320787,Algorithm 1
34,35,0.3592814371257485,Algorithm 1
35,36,0.3652694610778443,Algorithm 1
36,37,0.3729683490162532,Algorithm 1
37,38,0.3798118049615056,Algorithm 1
38,39,0.388366124893071,Algorithm 1
39,40,0.39264328485885375,Algorithm 1
40,41,0.4020530367835757,Algorithm 1
41,42,0.40889649272882805,Algorithm 1
42,43,0.41402908468776733,Algorithm 1
43,44,0.41488451668092385,Algorithm 1
44,45,0.42087254063301965,Algorithm 1
45,46,0.4268605645851155,Algorithm 1
46,47,0.43028229255774164,Algorithm 1
47,48,0.4345594525235244,Algorithm 1
48,49,0.43627031650983744,Algorithm 1
49,50,0.4405474764756202,Algorithm 1
50,51,0.44568006843455943,Algorithm 1
51,52,0.4508126603934987,Algorithm 1
52,53,0.4593669803250642,Algorithm 1
53,54,0.4619332763045338,Algorithm 1
54,55,0.46535500427716,Algorithm 1
55,56,0.4713430282292558,Algorithm 1
56,57,0.47647562018819506,Algorithm 1
57,58,0.47904191616766467,Algorithm 1
58,59,0.48246364414029086,Algorithm 1
59,60,0.48588537211291705,Algorithm 1
60,61,0.4875962360992301,Algorithm 1
61,62,0.49187339606501285,Algorithm 1
62,63,0.49700598802395207,Algorithm 1
63,64,0.49957228400342174,Algorithm 1
64,65,0.504704875962361,Algorithm 1
65,66,0.5089820359281437,Algorithm 1
66,67,0.5098374679213002,Algorithm 1
67,68,0.5149700598802395,Algorithm 1
68,69,0.5183917878528657,Algorithm 1
69,70,0.5209580838323353,Algorithm 1
70,71,0.525235243798118,Algorithm 1
71,72,0.5278015397775877,Algorithm 1
72,73,0.5320786997433704,Algorithm 1
73,74,0.5380667236954663,Algorithm 1
74,75,0.5397775876817793,Algorithm 1
75,76,0.544054747647562,Algorithm 1
76,77,0.5483319076133447,Algorithm 1
77,78,0.5500427715996579,Algorithm 1
78,79,0.5526090675791274,Algorithm 1
79,80,0.5560307955517536,Algorithm 1
80,81,0.5594525235243798,Algorithm 1
81,82,0.5637296834901625,Algorithm 1
82,83,0.5697177074422584,Algorithm 1
83,84,0.572284003421728,Algorithm 1
84,85,0.5739948674080411,Algorithm 1
85,86,0.5757057313943541,Algorithm 1
86,87,0.5808383233532934,Algorithm 1
87,88,0.5842600513259196,Algorithm 1
88,89,0.5893926432848589,Algorithm 1
89,90,0.5919589392643285,Algorithm 1
90,91,0.5962360992301112,Algorithm 1
91,92,0.5996578272027374,Algorithm 1
92,93,0.6047904191616766,Algorithm 1
93,94,0.6065012831479898,Algorithm 1
94,95,0.6107784431137725,Algorithm 1
95,96,0.613344739093242,Algorithm 1
96,97,0.6167664670658682,Algorithm 1
97,98,0.621043627031651,Algorithm 1
98,99,0.621043627031651,Algorithm 1
99,100,0.6236099230111206,Algorithm 1
0,1,0.023952095808383235,Algorithm 2
1,2,0.033361847733105215,Algorithm 2
2,3,0.05474764756201882,Algorithm 2
3,4,0.07014542343883662,Algorithm 2
4,5,0.09153122326775022,Algorithm 2
5,6,0.10179640718562874,Algorithm 2
6,7,0.1086398631308811,Algorithm 2
7,8,0.12318220701454234,Algorithm 2
8,9,0.1300256629597947,Algorithm 2
9,10,0.1360136869118905,Algorithm 2
10,11,0.14884516680923868,Algorithm 2
11,12,0.15397775876817793,Algorithm 2
12,13,0.165098374679213,Algorithm 2
13,14,0.1770744225834046,Algorithm 2
14,15,0.1881950384944397,Algorithm 2
15,16,0.19674935842600513,Algorithm 2
16,17,0.20273738237810093,Algorithm 2
17,18,0.21385799828913601,Algorithm 2
18,19,0.21984602224123181,Algorithm 2
19,20,0.23353293413173654,Algorithm 2
20,21,0.24123182207014543,Algorithm 2
21,22,0.2506415739948674,Algorithm 2
22,23,0.2557741659538067,Algorithm 2
23,24,0.2609067579127459,Algorithm 2
24,25,0.2660393498716852,Algorithm 2
25,26,0.2737382378100941,Algorithm 2
26,27,0.2822925577416595,Algorithm 2
27,28,0.28999144568006846,Algorithm 2
28,29,0.29597946963216426,Algorithm 2
29,30,0.2985457656116339,Algorithm 2
30,31,0.30795551753635586,Algorithm 2
31,32,0.31308810949529514,Algorithm 2
32,33,0.32335329341317365,Algorithm 2
33,34,0.32848588537211293,Algorithm 2
34,35,0.3361847733105218,Algorithm 2
35,36,0.3421727972626176,Algorithm 2
36,37,0.35243798118049613,Algorithm 2
37,38,0.3592814371257485,Algorithm 2
38,39,0.3644140290846878,Algorithm 2
39,40,0.3721129170230967,Algorithm 2
40,41,0.3806672369546621,Algorithm 2
41,42,0.3823781009409752,Algorithm 2
42,43,0.3849443969204448,Algorithm 2
43,44,0.3900769888793841,Algorithm 2
44,45,0.39520958083832336,Algorithm 2
45,46,0.4037639007698888,Algorithm 2
46,47,0.40718562874251496,Algorithm 2
47,48,0.40975192472198463,Algorithm 2
48,49,0.41317365269461076,Algorithm 2
49,50,0.41573994867408043,Algorithm 2
50,51,0.41830624465355004,Algorithm 2
51,52,0.42600513259195893,Algorithm 2
52,53,0.43028229255774164,Algorithm 2
53,54,0.43370402053036783,Algorithm 2
54,55,0.437125748502994,Algorithm 2
55,56,0.43969204448246363,Algorithm 2
56,57,0.4422583404619333,Algorithm 2
57,58,0.4439692044482464,Algorithm 2
58,59,0.4473909324208725,Algorithm 2
59,60,0.4568006843455945,Algorithm 2
60,61,0.4593669803250642,Algorithm 2
61,62,0.4602224123182207,Algorithm 2
62,63,0.4627887082976903,Algorithm 2
63,64,0.46706586826347307,Algorithm 2
64,65,0.4679213002566296,Algorithm 2
65,66,0.4704875962360992,Algorithm 2
66,67,0.4739093242087254,Algorithm 2
67,68,0.47647562018819506,Algorithm 2
68,69,0.47818648417450815,Algorithm 2
69,70,0.48417450812660395,Algorithm 2
70,71,0.48845166809238666,Algorithm 2
71,72,0.49358426005132594,Algorithm 2
72,73,0.49700598802395207,Algorithm 2
73,74,0.49871685201026517,Algorithm 2
74,75,0.5004277159965783,Algorithm 2
75,76,0.5029940119760479,Algorithm 2
76,77,0.5064157399486741,Algorithm 2
77,78,0.5115483319076134,Algorithm 2
78,79,0.5149700598802395,Algorithm 2
79,80,0.5192472198460223,Algorithm 2
80,81,0.5209580838323353,Algorithm 2
81,82,0.5226689478186484,Algorithm 2
82,83,0.525235243798118,Algorithm 2
83,84,0.5278015397775877,Algorithm 2
84,85,0.5320786997433704,Algorithm 2
85,86,0.5355004277159966,Algorithm 2
86,87,0.5389221556886228,Algorithm 2
87,88,0.5414884516680923,Algorithm 2
88,89,0.544054747647562,Algorithm 2
89,90,0.5457656116338752,Algorithm 2
90,91,0.5483319076133447,Algorithm 2
91,92,0.5508982035928144,Algorithm 2
92,93,0.553464499572284,Algorithm 2
93,94,0.5543199315654406,Algorithm 2
94,95,0.5585970915312233,Algorithm 2
95,96,0.5603079555175363,Algorithm 2
96,97,0.562874251497006,Algorithm 2
97,98,0.564585115483319,Algorithm 2
98,99,0.564585115483319,Algorithm 2
99,100,0.5697177074422584,Algorithm 2
